-2.000000 -9.000000
-1.979798 -8.115909
-1.959596 -7.280618
-1.939394 -6.492357
-1.919192 -5.749392
-1.898990 -5.050032
-1.878788 -4.392621
-1.858586 -3.775544
-1.838384 -3.197220
-1.818182 -2.656109
-1.797980 -2.150704
-1.777778 -1.679537
-1.757576 -1.241175
-1.737374 -0.834221
-1.717172 -0.457312
-1.696970 -0.109121
-1.676768 0.211646
-1.656566 0.506247
-1.636364 0.775909
-1.616162 1.021825
-1.595960 1.245153
-1.575758 1.447023
-1.555556 1.628529
-1.535354 1.790736
-1.515152 1.934677
-1.494949 2.061355
-1.474747 2.171741
-1.454545 2.266779
-1.434343 2.347381
-1.414141 2.414430
-1.393939 2.468782
-1.373737 2.511264
-1.353535 2.542675
-1.333333 2.563786
-1.313131 2.575342
-1.292929 2.578060
-1.272727 2.572632
-1.252525 2.559724
-1.232323 2.539977
-1.212121 2.514004
-1.191919 2.482398
-1.171717 2.445724
-1.151515 2.404526
-1.131313 2.359321
-1.111111 2.310606
-1.090909 2.258856
-1.070707 2.204520
-1.050505 2.148030
-1.030303 2.089792
-1.010101 2.030194
-0.989899 1.969602
-0.969697 1.908363
-0.949495 1.846804
-0.929293 1.785231
-0.909091 1.723932
-0.888889 1.663178
-0.868687 1.603220
-0.848485 1.544291
-0.828283 1.486607
-0.808081 1.430369
-0.787879 1.375759
-0.767677 1.322943
-0.747475 1.272073
-0.727273 1.223283
-0.707071 1.176696
-0.686869 1.132415
-0.666667 1.090535
-0.646465 1.051132
-0.626263 1.014273
-0.606061 0.980007
-0.585859 0.948376
-0.565657 0.919407
-0.545455 0.893115
-0.525253 0.869504
-0.505051 0.848568
-0.484848 0.830290
-0.464646 0.814642
-0.444444 0.801589
-0.424242 0.791082
-0.404040 0.783069
-0.383838 0.777485
-0.363636 0.774258
-0.343434 0.773309
-0.323232 0.774552
-0.303030 0.777894
-0.282828 0.783234
-0.262626 0.790466
-0.242424 0.799480
-0.222222 0.810158
-0.202020 0.822378
-0.181818 0.836015
-0.161616 0.850938
-0.141414 0.867013
-0.121212 0.884104
-0.101010 0.902071
-0.080808 0.920771
-0.060606 0.940061
-0.040404 0.959794
-0.020202 0.979823
0.000000 1.000000
